NATURES OF CRIMES,"CASENUMBERS","DATE/TIMEREPORTED",DATE/TIME OCCURRED,GENERAL LOCATION
Disorderly Conduct,17-1731,11/23/17 8:18pm,11/23/17 6:27pm,HU Hospital,Active
Fire Alarm Activation,17-1732,11/24/17 12:52am,11/24/17 12:25pm,College Hall North,Inactive
Simple Assault,17-1733,11/24/17 1:18pm,11/24/17 10:30am,HU Hospital,Active
Robbery Snatch,17-1734,11/24/17 1:20pm,11/24/17 12:08pm,HU Hospital,Active
Fire Alarm Activation,17-1735,11/25/17 9:50am,11/25/17 9:50am,Plaza Towers,Inactive
Student Misconduct,17-1736,11/25/17 7:50pm,11/25/17 7:55pm,Bethune Annex,Active
Sick Transport,17-1737,11/26/17 5:10am,11/26/17 5:10am,Cook Hall,Inactive
Damaged Property,17-1738,11/26/17/3:53pm,11/26/17 3:57pm,Burr Gym,Inactive
Sick Person,17-1739,11/26/17 9:37pm,11/26/17 9:37pm,HU Hospital,Inactive
Theft From Auto,17-1740,11/27/17 9:37am,11/26/17 11:59pm,Plaza Towers,Active
Found Property,17-1741,11/27/17 11:50am,11/27/17 11:00am,Service Center,Inactive
Hazardous Elevator,17-1742,11/27/17 3:25pm,11/27/17 2:55pm,HU Hospital,Inactive
Found Property,17-1743,11/27/17 5:10pm,11/27/17 5:10pm,Bethune Annex,Inactive
Hazardous Elevator,17-1744,11/27/17 7:45pm,11/27/17 7:45pm,Plaza Towers,Inactive
Fire Alarm Activation,17-1745,11/27/17 9:33pm,11/27/17 9:30pm,College Hall North,Inactive
Sick Transport,17-1746,11/28/17 12:39am,11/28/17 12:45am,Quadrangle Hall,Inactive
Sick Person,17-1747,11/28/17 1:38am,11/28/17 01:38am,HU Hospital,Inactive
Attempt Theft,17-1748,11/28/17 10:25am,11/28/17 10:25am,Bookstore,Active
Sick Person,17-1749,11/28/17 12:13pm,11/28/17 12:15pm,Mental Health Clinic,Inactive
Sick Person,17-1750,11/28/17 1:03pm,11/28/17 1:03pm,HU Hospital,Inactive
Sick Person,17-1751,11/28/17 12:55pm,11/28/17 12:55pm,HU Hospital,Inactive
Damaged Property,17-1752,11/28/17 1:50pm,11/28/17 1:15pm,HU Hospital,Inactive
Sick Person,17-1753,11/28/17 1:56pm,11/28/17 1:56pm,HU Hospital,Inactive
Theft 1,17-1754,11/28/17 2:58pm,11/28/17 3:50pm,Blackburn Center,Active
Simple Assault,17-1755,11/28/17 3:18pm,11/28/17 3:25pm,Main Gate,Active
Stalking,17-1756,11/28/17 6:54pm,11/28/17 7:00pm,Howard Center Lot,Active
Sick Person,17-1757,11/28/17 7:44pm,11/28/17 7:44pm,HU Hospital,Inactive
Drug Possession,17-1758,11/28/17 7:55pm,11/28/17 7:30pm,6th & College St. NW,Active
Sick Person,17-1759,11/28/17 8:35pm,11/28/17 7:42pm,HU Hospital,Inactive
Injured Person,17-1760,11/28/17 8:35pm,11/28/17 5:35pm,Off Campus,Inactive
Suspicious Odor,17-1761,11/28/17 9:22pm,11/28/17 9:39pm,Bethune Annex,Active
Sick Person,17-1762,11/29/17 12:22am,11/29/17 12:19am,HU Hospital,Inactive
Miscellaneous,17-1763,11/29/17 11:44am,11/29/17 11:20am,HU Hospital,Inactive
Fire Alarm Activation,17-1764,11/29/17 2:04pm,11/29/17 2:13pm,Rankin Chapel,Inactive
Hazardous Elevator,17-1765,11/29/17 7:16pm,11/29/17 7:17pm,Plaza Towers,Inactive
Sick Person,17-1766,11/29/17 7:23pm,11/29/17 7:35pm,College Hall North,Inactive
Sick Person,17-1767,11/30/17 12:23am,11/29/17 9:25pm,HU Hospital,Inactive
Burglary 2,17-1768,11/30/17 10:30am,11/30/17 10:30am,Quadrangle Hall,Active
Fire Alarm Activation,17-1769,11/30/17 12:04pm,11/30/17 11:36am,HU Hospital,Inactive
Sick Person,17-1770,11/30/17 1:52pm,11/30/17 1:52pm,Biology Building,Inactive
Student Misconduct,17-1771,11/30/17 6:52pm,11/30/17 6:52pm,"Ga., Ave. NW & Fairmont",Active
Theft From Auto,17-1772,11/30/17 8:12pm,11/30/17 8:12pm,Sherman Ave & Barry Pl,Active
Suspicious Package,17-1773,12/01/17 1:13am,12/01/17 1:30am,Stokes Library,Active
Theft From Auto,17-1774,12/01/17 10:31am,12/01/17 9:45am,Burr Gym,Active
Barring Notice,17-1775,12/01/17 11:47am,12/01/17 11:47am,Lower Campus,Active
Sick Person,17-1776,12/01/17 12:12pm,12/01/17 11:30am,HU Hospital,Inactive
Miscellaneous,17-1777,12/01/17 2:41pm,12/01/17 11:00am,West Campus,Inactive
Found Property,17-1778,12/01/17 5:45pm,12/01/17 5:53pm,School of Business,Inactive
Verbal Dispute,17-1779,12/02/17 12:16am,12/03/17 12:06am,College Hall South,Active
Sick Person,17-1780,12/02/17 10:19am,12/02/17 10:19am,Drew Hall,Inactive
Assault on a Police Officer,17-1781,12/02/17 1:38pm,12/02/17 12:32pm,HU Hospital,Active
Student Misconduct,17-1782,12/02/17 4:50pm,12/02/17 4:48pm,College Hall South,Active
Sexual Assault,17-1783,12/02/17 4:26pm,12/02/17 4:26pm,Banneker Field,Active
Miscellaneous,17-1784,12/02/17 8:20pm,12/02/17 8:20pm,Bethune Annex,Inactive
Sick Person,17-1785,12/02/17 9:36pm,12/02/17 5:59pm,HU Hospital,Inactive
Sick Person,17-1786,12/02/17 10:11pm,12/02/17 10:09pm,HU Hospital,Inactive
Sick Person,17-1787,12/03/17 4:35pm,12/03/17 4:35pm,HU Hospital,Inactive
Suspicious Package,17-1788,12/04/17 10:29am,12/04/17 9:10am,HU Hospital,Active
Suspicious Odor,17-1789,12/04/17 10:01am,12/04/17 10:01am,WHUT,Active
Damaged Property,17-1790,12/04/17 11:30am,12/04/17 11:30am,Annex 1,Inactive
Sick Person,17-1791,12/04/17 12:34pm,12/04/17 12:34pm,School of Business,Inactive
Fire Alarm Activation,17-1792,12/04/17 5:24pm,12/04/17 5:24pm,Quadrangle Hall,Inactive
Attempted Suicide,17-1793,12/04/17 8:20pm,12/04/17 8:20pm,Bethune Annex,Active
Fire Alarm Activation,17-1794,12/05/17 2:53am,12/05/17 2:11am,HU Hospital,Inactive
Sexual Assault,17-1795,12/05/17 9:20am,12/05/17 9:20am,Off Campus,Active
Damaged Property,17-1796,12/05/17 10:55am,12/05/17 10:55am,Drew Hall,Inactive
Injured Person,17-1797,12/05/17 11:57am,12/05/17 11:58pm,Service Center,Active
Theft From Auto,17-1798,12/05/17 12:11pm,12/05/1 7 12:14pm,Annex 2,Active
Injured Person,17-1799,12/05/17 2:26pm,12/05/17 1:00pm,HU Hospital,Active
Lost Property,17-1800,12/05/17 5:57pm,12/05/17 2:40pm,HU Hospital,Inactive
Sick Person,17-1801,12/05/17 6:06pm,12/05/17 6:20pm,College Hall South,Inactive
Sick Person,17-1802,12/05/17 9:48pm,12/05/17 9:45pm,Off Campus,Inactive
Fire Alarm Activation,17-1803,12/06/17 12:43am,12/06/17 1:00am,Quadrangle Hall,Inactive
Student Misconduct,17-1804,12/06/17 9:52am,12/06/17 09:56am,Administration Building,Active
Found Property,17-1805,12/06/17 11:29am,12/06/17 11:30am,Stokes Library,Inactive
Theft 2,17-1806,12/06/17 11:34am,12/06/17 12:30pm,HU Hospital,Active
Theft 2,17-1807,12/06/17 4:27pm,12/06/17 4:27pm,2600 block of 6th St. NW,Active
Lost Property,17-1808,12/06/17 6:04pm,12/06/17 6:20pm,Burr Gym,Inactive
Theft From Auto,17-1809,12/06/17 6:25pm,12/06/17 6:25pm,Greene Stadium,Active
Sick Person,17-1810,12/06/17 10:16pm,12/06/17 10:16pm,HU Hospital,Inactive
Simple Assault,17-1811,12/06/17 7:15pm,12/06/17 7:16pm,Quadrangle Hall,Active
Unlawful Entry,17-1812,12/07/17 4:49am,12/07/17 4:49am,HUH Child Care,Active
Student Misconduct,17-1813,12/07/17 11:54am,12/07/17 12:00pm,Biology Building,Active
Fire Alarm Activation,17-1814,12/07/17 2:29pm,12/07/17 2:30pm,College Hall North,Inactive
Lost Property,17-1815,12/07/17 3:39pm,12/07/17 3:40pm,College of Denistry,Inactive
Sick Person,17-1816,12/07/17 6:00pm,12/07/17 6:01pm,HU Hospital,Inactive
Miscellaneous,17-1817,12/07/17 7:47pm,12/07/17 8:30pm,Quadrangle Hall,Inactive
Theft 2,17-1818,12/08/17 8:01am,12/08/17 09:04am,College Hall North,Active
Vehicle Accident,17-1819,12/08/17 11:42am,12/08/17 11:35am,Miner Lot,Active
Theft 1,17-1820,12/08/17 3:17pm,12/09/17 5:17pm,College of Denistry,Active
Miscellaneous,17-1821,12/08/18 5:27pm,12/08/17 3:45pm,Engineering Building,Inactive
Suspicious Odor,17-1822,12/08/17 3:05pm,12/08/17 3:00pm,Douglass Hall,Active
Theft From Auto,17-1823,12/08/17 5;47pm,12/08/17 5:45pm,6th & Fairmont St. NW,Active
Sick Person,17-1824,12/08/17 7:33pm,12/08/17 7:33pm,Burr Gym,Inactive
Simple Assault,17-1825,12/09/17 5:10am`,12/09/17 5:10am,Service Center,Active
Health & Welfare Check,17-1826,12/09/17 7:45am,12/09/17 7:45am,Bethune Annex,Active
Hazardous Elevator,17-1827,12/09/17 8:16am,12/09/17 0825am,Plaza Towers,Inactive
Fire Alarm Activation,17-1828,12/09/17 7:34pm,12/09/17 7:34pm,College Hall South,Inactive
Hazardous Elevator,17-1829,12/10/17 12:43am,12/10/17 12:43am,Plaza Towers,Inactive
Lost Property,17-1830,12/10/17 6:42pm,12/10/17 6:42pm,Engineering Building,Inactive
Destruction of Property,17-1831,12/10/17 6:42pm,12/10/17 6:45pm,Cook Hall,Active
Damaged Property,17-1832,12/10/17 7:36pm,12/10/17 7:30pm,Ira Aldridge Theatre,Inactive
Simple Assault,17-1833,12/10/17 10:42pm,12/10/17 10:39pm,Plaza Towers,Active
Sick Person,17-1834,12/10/17 11:09pm,12/10/17 11:08pm,College Hall North,Inactive
Theft 2,17-1835,12/11/17 10:34am,12/08/17 4:30pm,HU Hospital,Active
Student Misconduct,17-1836,12/11/17 12:40pm,12/11/17 1:29pm,Administration Building,Active
Damaged Property,17-1837,12/11/17 12:50pm,12/11/17 12:57pm,Adams Building,Inactive
Injured Person,17-1838,12/11/17 3:08pm,12/11/17 2:43pm,HU Hospital,Active
Vehicle Accident,17-1839,12//11/17 3:44pm,12/11/17 3:40pm,Service Center,Active
Damaged Property,17-1840,12/11/17 3:58pm,12/11/17 3:55pm,Service Center,Inactive
Sick Person,17-1841,12/11/17 5:47pm,12/11/17 5:45pm,College Hall North,Inactive
Disorderly Conduct,17-1842,12/11/17 7:43pm,12/11/17 7:43pm,HU Hospital,Active
Theft From Auto,17-1843,12/11/17 8:05pm,12/11/17 8:05pm,C.B. Powell Building,Active
Fire Alarm Activation,17-1844,12/12/17 8:56am,12/12/17 8:56am,College Hall South,Inactive
Sick Person,17-1845,12/12/17 11:36am,12/12/17 11:36am,Social Work,Inactive
Barring Notice,17-1846,12/12/17 12:27pm,12/12/17 12:27pm,Howard Center,Active
Injured Person,17-1847,12/13/17 9:24am,12/13/17 9:25am,Drew Hall,Active
Hazardous Water Leak,17-1848,12/13/17 6:52pm,12/13/17 6:50pm,Engineering Building,Inactive
Student Misconduct,17-1849,12/09/17 1:43am,12/09/17 1:43am,2nd & V St. NW,Active
Miscellaneous,17-1850,12/13/17 11:17pm,12/13/17 11:30pm,Bethune Annex,Inactive
Verbal Dispute,17-1851,12/14/17 12:45pm,12/14/17 12:45pm,Service Center,Inactive
Health & Welfare Check,17-1852,12/14/17 12:58pm,12/14/17 1:00pm,Drew Hall,Active
Barring Notice,17-1853,12/14/17 5:42pm,12/14/17 5:01pm,HU Hospital,Active
Sick Person,17-1854,12/14/17 7:32pm,12/14/17 7:31pm,Engineering Building,Inactive
Assault on a Police Officer,17-1855,12/14/17 3:45pm,12/14/17 4:00pm,Bookstore,Active
Theft From Auto,17-1856,12/15/17 2:01am,12/15/17 2:02am,Drew Hall,Active
Fire,17-1857,12/15/17 2:46am,12/15/17 2;46am,Cook Hall,Active
Sick Person,17-1858,12/15/17 10:10pm,12/15/17 9:58pm,HU Hospital,Inactive
Fire Alarm Activation,17-1859,12/16/17 6:41am,12/16/17 6:41am,HURB-1,Inactive
Simple Assault,17-1860,12/16/17 6:08pm,12/16/17 6:35pm,HU Hospital,Active
Damaged Property,17-1861,12/19/17 09:55am,12/06/17 4:00pm,Service Center,Inactive
Health & Welfare Check,17-1862,12/19/17 4:12pm,12/19/17 4:12pm,Off Campus,Inactive
Vehicle Accident,17-1863,12/20/17 4:56pm,12/20/17 4:15pm,700 block of Gresham Pl,Active
Sick Person,17-1864,12/20/17 5:40pm,12/20/17 5;37pm,HU Hospital,Inactive
Found Property,17-1865,12/21/17 8:11pm,12/21/17 7:39pm,HU Hospital,Inactive
Fire Alarm Activation,17-1866,12/21/17 8:38pm,12/21/17 8:40PM,Mudd Building,Inactive
Hazardous Elevator,17-1867,12/23/17 7:44pm,"12/23/17 7:50p,",Plaza Towers,Inactive
Injured Person,17-1868,12/23/17 8:32pm,12/23/17 8:32pm,HU Hospital,Active
Unlawful Entry,17-1869,12/24/17 3:43am,12/24/17 3;43am,HU Hospital,Active
Vehicle Accident,17-1870,12/25/17 9:23am,12/25/17 9:15am,HURB-1,Active
Simple Assault,17-1871,12/26/17 8:49pm,12/26/17 3:34pm,HU Hospital,Active
Fire Alarm Activation,17-1872,12/27/17 8:48am,12/27/17 8:48am,Quadrangle Hall,Inactive
Miscellaneous,17-1873,12/27/17 9:07am,12/27/17 9:10am,HURB1,Inactive
Injured Person,17-1874,12/27/17 11;50am,12/27/17 10:50am,HU Hospital,Active
Miscellaneous,17-1875,12/28/17 2:03pm,12/28/17 2:06pm,Service Center,Inactive
Theft 1,17-1876,12/28/17 6:28pm,12/28/17 6:30pm,Plaza Towers,Active
Damaged Property,17-1877,12/29/17 8:15am,12/29/17 8:05am,HU Hospital,Inactive
Hazardous Water Leak,17-1878,12/29/17 7:01pm,12/29/17 6:45pm,Howard Center,Inactive
Miscellaneous,17-1879,12/29/17 7:46pm,12/29/17 7:46pm,700 BLOCK of Fairmont,Inactive
Asault,17-1880,12/29/17 11:02pm,12/29/17 11:02pm,HU Hospital,Active
