report_date,incident,incident_narrative,incident_number,date_occured,time_occured,general_location,disposition
"july 23, 2019",credit card fraud, a  gu summer affiliatereported unauthorized credit card transactions,19-000941,"july 22, 2019",1800,village c west,case pending investigation handledby mpd ccn: 19- 129174
"july 24, 2019",theft, a  gu summer student reported thetheft of a backpack,19-000947,"july 24, 2019",1400,healy family studentcenter,case pending investigation
"july 25, 2019",simple assault, a  summer student reportedthat an unknown subject hugged them,19-000950,"july 22, 2019",1400,icc,case pending investigation/ unfounded  no assaultoccurred
"july 25, 2019",burglary, a staff member reported that anunknown suspect gained access to theirsecured office and stole a laptop,19-000952,"july 25, 2019",1400,icc,case pending investigation
"july 26, 2019",burglary, a staff member reported that anunknown suspect gained access to theirunsecured office and stole a laptop,19-000956,"july 26, 2019",1345,car barn,case pending investigation
"july 26, 2019",theft, a  summer student reported the theft oftheir key and gocard,19-000957,"july 24, 2019",2050,copley lawn,case pending investigation
"july 27, 2019",burglary, a gupd member reported that two(2) unknown suspects gained access to anunsecured office and broke into a lockedcabinet and stole personal items,19-000962,"july 27, 2019",2217,healy hall,case pending investigation handledby mpd ccn: 19- 132965
"july 29, 2019",theft, a  student reported the theft of a bicycle,19-000968,"july 29, 2019",0900,lxr 35th street bikerack,case pending investigation
"july 3, 2020",unlawful entry dc code22-3302,a gu staff member reported thatthey located an unauthorizedsubject inside the securedbuilding,20-000637,"july 3, 2020",0945,hariri building,subject barred
"july 3, 2020",lewd indecent act: dccode 22-1312 indecentexposure,a gu staff member reported thatan unknown suspect committed alewd indecent act (exposedhimself),20-000638,"july 3, 2020",1820,copley lawn,subject barred
"july 3, 2020",lewd indecent act: dccode 22-1312 indecentexposure,a student reported that anunknown suspect committed alewd indecent act (exposedhimself),20-000640,"july 3, 2020",1820,alumni square,case pendinginvestigation
"july 4, 2020",lewd indecent act: dccode 22-1312 indecentexposure,a gupd officer reported that theyobserved a male subjectcommitting a lewd indecent act(exposed himself),20-000641,"july 4, 2020",0405,cooper field,subject barred
"july 13, 2020",burglary: dc code 22-801 (b),a gupd officer reported that anunknown suspect gained accessto a secured office and stole acomputer,20-000655,"july 13, 2020",1145,st mary's hall,unfounded computer wasremoved for service
"july 15, 2020",theft ii: dc code 22-3211 (b),a staff member reported the theftof a wallet,20-000658,"july 15, 2020",1820,southwest quadgarage,case pendinginvestigation
"july 23, 2020",burglary: dc code 22-801 (b),a staff member reported that anunknown suspect gained accessto a secured office and stole aspeaker,20-000673,"july 23, 2020",1345,icc,case pendinginvestigation
"july 30, 2020",attempt theft i: dccode 22-3211 (a),a gu employee reported theattempted theft of a motor scooter,20-000689,"july 30, 2020",0908,lauinger libraryll bicycle rack,case pendinginvestigation
july 2021,NA,NA,NA,NA,NA,NA,NA
7/7/2021,theft,a student reported the theft of anapple ipad,21-000569,7/6/2021,1200,lauinger library,unfounded property wasturned in to gupd seegupd report 21-000567
7/8/2021,harassment,a student reported being harassedby a construction worker,21-000570,7/1/2021,1305,west road,case closed subjectidentified as a 17 year oldjuvenile released toguardian and removedfrom work site
7/10/2021,harassment,a student reported being harassedby a construction worker,21-000576,7/10/2021,1230,west road,case closed subjectidentified as a 17 year oldjuvenile released toguardian and removedfrom work site
7/13/2021,rape,a student reported that they weresexually assaulted,title ix - 788,7/11/2021,NA,on campusresidence hall,case pending investigation
7/16/2021,destruction of property,a student reported that anunknown suspect smashed thewindow to their vehicle,21-000591,7/16/2021,0730,"3600 block ""n""street northwest",case pending investigation
7/16/2021,burglary,a student reported that anunknown suspect gained access totheir unsecured room and stolepersonal property,21-000592,7/16/2021,1945,darnall hall,case pending investigation
7/16/2021,burglary,a student reported that anunknown suspect gained access totheir unsecured room and stolepersonal property,21-000593,7/16/2021,1945,darnall hall,case pending investigation
7/17/2021,rape,a student reported that they weresexually assaulted,21-000596,7/17/2021,0100,"village ""a""",case handled by mpdccn: 21-098777
7/31/2021,destruction of property,a gupd officer reported that anunknown suspect vandalized thedoor,21-000629,7/31/2021,1605,observatory,case pending investigation
7/31/2021,burglary,a student reported that anunknown suspect gained access totheir unsecured room and stolepersonal property,21-000630,7/31/2021,0845,new south hall,case pending investigation
7/31/2021,theft,a student reported the theft of abicycle,21-000633,7/31/2021,2130,lauinger library,case pending investigation
"june 2, 2017",theft, a student reported the theftof a bicycle,17 000840,"june 2, 2017",1230,lauinger library,case pending investigation
"june 3, 2017",theft, a student reported the theftof a bicycle,17 000841,"may 5,2017",900,arrupe hall,case pending investigation
"june 3, 2017",burglary,  a student reported thatan unknown person entered into aresidence and stole a suitcasecontaining personal papers andelectronics.,17 000843,"june 3, 2017",1230,henle village,case pending investigation
june 3  2017,theft, a student reported the theftof a bicycle,17 000845,"may 18, 2017",1100,gervase hall,case pending investigation
"june 3, 2017",theft, a staff member reported partof his uniform equipment wasstolen from his locker,17 000846,"may 30, 2017",2300,village c west,case pending investigation
"june 3, 2017",theft, a staff member reported partof his uniform equipment wasstolen from his locker,17 000847,"june 1, 2017",2300,village c west,case pending investigation
"june 4, 2017",assualt,  a victim(non affilate)reported being punched in the face.the suspect (non affilate) wasidentfied.,17 000849,"june 4, 2017",118,library walk,case closed with an arrest
"june 5, 2017",burglary," a student reported thatan unknown person entered into aresidence and stole a television,gaming system and jewerly",17 000850,"may 22, 2017",600,3600 block ofprospect st,case pending investigation
"june 6, 2017",theft, a student reported the theftof a bicycle,17 000854,"june 6, 2017",845,red square,case pending investigation
"june 6, 2017",drug violation, a student wasfound in possession of a cigarettecontaining marijuana.,17 000855,"june 6, 2017",2230,darnall hall,referrred to studentconduct.
june 8 2017,theft, a student reported the theftof a bicycle,17 000865,june 8 2017,940,icc,case pending investigation
"june 12, 2017",burglary, an unknown personentered into a room and stole cash.,17-000871,"june 12, 2017",1643,village c west,case pending investigation
"june 14, 2017",burglary, an unknown personentered into a residence and stolecash and a credit card,17-000880,"june 14,2017",1751,village c west,case pending investigation
"june 17, 2017",burglary, an unknown personentered into a residence and stolecash and a credit card,17-000889,"june 16, 2017",900,village c west,case pending investigation
"june 18,2017",alcohol violation, an underagedstudent was in possession ofalcohol,17-000893,"june 18, 2017",0019,reissscience/arrupehall walkway,referrred to studentconduct.
"june 18,2017",sexual assault, a student repotedthat they were sexually assaulted,tix-???,"may 15, 2016",NA,campus buildingrooftop,case pending investigation
"june 23, 2017",theft,  a student reported the theftof a wallet that was left unattendedin the area.,17-000910,"june 23, 2017",1101,epicureanresturant,case pending investigation
"june 25,2017",theft, an unknown personremoved a cable box from acommon area,17-000918,"june 25, 2017",944,darnall hall,case pending investigation
"june 26, 2016",theft, a toy scooter that was leftoutside of a residence was stolen.,17-000924,"june 26, 2017",1755,village a,case pending investigation
"june 29, 2017",burglary, credit cards were stolenfrom a purse that was leftunattended in a lab. the cards wereused off campus.,17-000941,"june 29, 2017",1414,medical dentalbuilding,case pending investigation
"june 1, 2018",theft, a  gu employee reported thetheft of tools,ember,"june 1, 2018",0530,south west quad,case pending investigation
"june 1, 2018",drug violation, a student wasfound in possession of marijuana,18-000794,"june 1, 2018",1701,3500 blockprospect streetnorthwest,case referred to studentconduct
"june 1, 2018",theft, a  student reported the theftof a watch,18-000795,"june 1, 2018",2100,icc,case pending investigation
"june 9, 2018",destruction of property,  a gupdofficer reported that someone hadattempted to gain access to thehealy attic causing damage to thelock and door,18-000805,"june 9, 2018",1838,healy hall,case pending investigation
"june 10, 2018",burglary, a gu affiliate reportedthat an unknown subject enteredtheir secured residence and stoleproperty,18-000806,"june 10, 2018",2145,village c west,case pending investigationhandled by mpd ccn 18-094286
"june 12, 2018",sexual assault, a student repotedthat they were sexually assaulted,tix-295,"february 3, 2018",NA,reynolds hall,case pending investigation
"june 15, 2018",theft, a  gu affiliate reported thetheft of a bicycle,18-000816,"june 15, 2018",1630,leavey center,case pending investigation
"june 15, 2018",stalking,"  a staff member reportedthat they received severalunwanted phone calls, emails, andtext  from a known associate",18-000817,"april 17, 2018",1200,icc,case pending investigationhandled by mpd ccn 18-097446
"june 18, 2018",dating violence, a student reportedthat they were physically assaulted,tix-308,"january 1, 2016",NA,on campus,case pending investigation
